tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1978-301,Auckland CH,Hard,,C,19780108,270,100373,,,Christopher Sylvan,R,,USA,22.81,107618,,,Malcolm Elley,R,,NZL,,6-1 6-4,3,R32,,,,,,,,,,,,,,,,,,,,232,,,
1978-301,Auckland CH,Hard,,C,19780108,271,109807,,,Garry Slater,R,,NZL,,109808,,,Graham Oliver,U,,NZL,,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,,,
1978-301,Auckland CH,Hard,,C,19780108,272,109810,,,Dave Simmonds,U,,NZL,,208999,,,G Dingwell,U,,UNK,,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,,,,,
1978-301,Auckland CH,Hard,,C,19780108,273,100638,,,David Mustard,L,180,NZL,18.03,107985,,,Peter Langsford,R,,AUS,,7-5 7-5,3,R32,,,,,,,,,,,,,,,,,,,,,,332,
1978-301,Auckland CH,Hard,,C,19780108,274,107301,,,Jay Harvey,R,,AUS,,100316,,,Scott Carnahan,R,,USA,24.21,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,,232,
1978-301,Auckland CH,Hard,,C,19780108,275,100178,,,Bob Giltinan,R,,AUS,28.76,106865,,,Dennis Gibson,R,,USA,,1-6 6-4 6-0,3,R32,,,,,,,,,,,,,,,,,,,,76,,,
1978-301,Auckland CH,Hard,,C,19780108,276,100285,,,Rod Frawley,R,185,AUS,25.33,106840,,,David Huffman,R,,USA,,6-4 6-0,3,R32,,,,,,,,,,,,,,,,,,,,173,,,
1978-301,Auckland CH,Hard,,C,19780108,277,100407,,,Dale Collings,R,,AUS,22.06,100277,,,Jacques Thamin,R,,FRA,25.63,6-4 6-7 6-4,3,R32,,,,,,,,,,,,,,,,,,,,210,,365,
1978-301,Auckland CH,Hard,,C,19780108,278,100287,8,,Robin Drysdale,R,,GBR,25.31,107981,,,Peter Hampton,R,,NZL,,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,,101,,,
1978-301,Auckland CH,Hard,,C,19780108,279,100180,7,,Bill Lloyd,R,,AUS,28.67,107123,,,Graeme Thomson,R,,AUS,,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,,106,,247,
1978-301,Auckland CH,Hard,,C,19780108,280,100135,6,,Onny Parun,R,188,NZL,30.74,100223,,,Jeff Simpson,R,,NZL,27.20,6-4 7-5,3,R32,,,,,,,,,,,,,,,,,,,,149,,,
