tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2018-M020,Brisbane,Hard,,A,20180101,271,105992,,,Ryan Harrison,R,183,USA,25.65,104919,,,Leonardo Mayer,R,188,ARG,30.63,6-4 3-6 6-2,3,R32,123,9,2,82,49,39,20,13,8,9,10,3,80,47,33,19,14,1,4,47,1010,52,909
2018-M020,Brisbane,Hard,,A,20180101,272,111577,,,Jared Donaldson,R,,USA,21.23,111442,,WC,Jordan Thompson,R,,AUS,23.70,6-2 6-4,3,R32,90,5,3,58,32,25,14,9,4,5,3,5,62,41,25,7,9,7,11,54,890,94,593
2018-M020,Brisbane,Hard,,A,20180101,273,104797,,,Denis Istomin,R,188,UZB,31.32,106000,7,,Damir Dzumhur,R,172,BIH,25.62,6-7(4) 6-3 6-2,3,R32,145,7,0,94,66,48,12,14,9,11,8,6,120,53,37,29,15,10,16,63,809,30,1391
2018-M020,Brisbane,Hard,,A,20180101,275,200282,,WC,Alex De Minaur,R,,AUS,18.87,105449,,,Steve Johnson,R,188,USA,28.02,7-6(7) 6-4,3,R32,104,9,3,66,37,32,17,11,2,3,6,2,80,43,33,17,11,4,6,208,245,44,1055
2018-M020,Brisbane,Hard,,A,20180101,276,111581,,Q,Michael Mmoh,R,,USA,19.98,105643,,,Federico Delbonis,L,190,ARG,27.24,6-3 6-4,3,R32,69,5,4,55,38,32,11,10,3,3,4,0,45,35,28,5,9,0,2,175,299,68,755
2018-M020,Brisbane,Hard,,A,20180101,277,104999,8,,Mischa Zverev,L,190,GER,30.36,105441,,Q,John Patrick Smith,L,,AUS,28.08,6-4 7-5,3,R32,88,4,1,66,51,35,6,11,3,6,4,0,69,51,27,8,11,1,6,33,1302,218,235
2018-M020,Brisbane,Hard,,A,20180101,278,105238,,,Alexandr Dolgopolov,R,180,UKR,29.15,106043,6,,Diego Sebastian Schwartzman,R,170,ARG,25.38,6-4 7-6(3),3,R32,93,6,4,69,40,32,16,11,3,4,1,2,70,34,22,20,11,1,3,38,1231,26,1675
2018-M020,Brisbane,Hard,,A,20180101,279,104547,,,Horacio Zeballos,L,188,ARG,32.68,124014,,Q,Ernesto Escobedo,R,,USA,21.49,6-3 6-4,3,R32,72,12,3,57,37,31,11,10,1,1,9,0,51,32,25,10,9,4,6,66,768,120,498
2018-M020,Brisbane,Hard,,A,20180101,280,105051,,,Matthew Ebden,R,188,AUS,30.10,126207,,,Francis Tiafoe,R,,USA,19.95,6-3 6-2,3,R32,59,7,1,48,32,23,11,9,2,3,4,4,46,25,18,6,8,1,5,76,670,79,662
2018-M020,Brisbane,Hard,,A,20180101,282,111202,,,Hyeon Chung,R,,KOR,21.62,104180,5,,Gilles Muller,L,193,LUX,34.65,6-3 7-6(1),3,R32,99,7,4,64,35,29,17,10,2,2,19,5,68,40,33,10,11,3,5,58,844,25,1695
