tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1982-201,Guaruja,Clay,32,A,19820118,1,100309,1,,Raul Ramirez,R,183,MEX,28.5804243669,108063,,,Renato Joaquim,R,,BRA,,7-6 6-1,3,R32,,,,,,,,,,,,,,,,,,,,34,,,
1982-201,Guaruja,Clay,32,A,19820118,2,100701,,,Marko Ostoja,R,175,CRO,21.2457221081,100426,,Q,Hans Peter Kandler,R,185,AUT,25.7960301164,7-5 6-0,3,R32,,,,,,,,,,,,,,,,,,,,,,,
1982-201,Guaruja,Clay,32,A,19820118,3,100782,,,Pablo Arraya,R,180,PER,20.2436687201,100259,,,Peter Feigl,R,183,AUT,30.135523614,7-5 6-7 4-3 RET,3,R32,,,,,,,,,,,,,,,,,,,,90,,,
1982-201,Guaruja,Clay,32,A,19820118,4,100585,5,,Van Winitsky,L,185,USA,22.855578371,100394,,,Angel Gimenez,R,163,ESP,26.2751540041,6-2 7-5,3,R32,,,,,,,,,,,,,,,,,,,,46,,91,
1982-201,Guaruja,Clay,32,A,19820118,5,100099,,Q,Thomaz Koch,L,,BRA,36.6899383984,100345,3,,Pat Dupre,R,190,USA,27.3401779603,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,,44,
1982-201,Guaruja,Clay,32,A,19820118,6,100393,,,Marcos Hocevar,R,185,BRA,26.3134839151,100572,,Q,Ney Keller,R,,BRA,23.1293634497,2-6 6-0 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,,,
1982-201,Guaruja,Clay,32,A,19820118,7,100646,,,Claudio Panatta,R,178,ITA,21.9603011636,100651,,,Alejandro Ganzabal,R,180,ARG,21.9219712526,7-5 6-0,3,R32,,,,,,,,,,,,,,,,,,,,,,,
1982-201,Guaruja,Clay,32,A,19820118,8,100273,8,,Kim Warwick,R,183,AUS,29.7796030116,100652,,,Cassio Motta,R,180,BRA,21.9055441478,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,,80,,,
1982-201,Guaruja,Clay,32,A,19820118,9,100203,6,,Phil Dent,R,183,AUS,31.9260780287,100240,,,Joao Soares,R,185,BRA,30.7351129363,6-4 6-1,3,R32,,,,,,,,,,,,,,,,,,,,63,,96,
1982-201,Guaruja,Clay,32,A,19820118,10,100789,,,Ivan Dupasquier,R,,SUI,20.1533196441,100307,,,Paul Torre,R,180,FRA,28.6707734428,6-4 3-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,,,
1982-201,Guaruja,Clay,32,A,19820118,11,100398,,,Julio Goes,R,180,BRA,26.2340862423,100336,,,Guillermo Aubone,L,,ARG,27.613963039,6-4 6-1,3,R32,,,,,,,,,,,,,,,,,,,,,,,
1982-201,Guaruja,Clay,32,A,19820118,12,100174,4,,Manuel Orantes,L,178,ESP,32.9472963723,107298,,Q,Javier Restrepo,R,,COL,,6-1 6-3,3,R32,,,,,,,,,,,,,,,,,,,,45,,,
1982-201,Guaruja,Clay,32,A,19820118,13,100640,,,Stefan Simonsson,R,175,SWE,22.0369609856,100477,7,,Gianni Ocleppo,R,183,ITA,24.7857631759,3-2 RET,3,R32,,,,,,,,,,,,,,,,,,,,,,77,
1982-201,Guaruja,Clay,32,A,19820118,14,100661,,,Damir Keretic,R,178,GER,21.8151950719,100323,,,Givaldo Barbosa,R,183,BRA,27.9808350445,3-6 6-1 6-3,3,R32,,,,,,,,,,,,,,,,,,,,,,,
1982-201,Guaruja,Clay,32,A,19820118,15,100609,,,Zoltan Kuharszky,R,183,HUN,22.5325119781,100160,,,Georges Goven,R,173,FRA,33.7303216975,7-6 6-1,3,R32,,,,,,,,,,,,,,,,,,,,,,,
1982-201,Guaruja,Clay,32,A,19820118,16,100221,2,,Carlos Kirmayr,R,173,BRA,31.3210130048,100228,,,Kjell Johansson,R,,SWE,30.932238193,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,,40,,,
1982-201,Guaruja,Clay,32,A,19820118,17,100309,1,,Raul Ramirez,R,183,MEX,28.5804243669,100701,,,Marko Ostoja,R,175,CRO,21.2457221081,6-0 6-1,3,R16,,,,,,,,,,,,,,,,,,,,34,,,
1982-201,Guaruja,Clay,32,A,19820118,18,100585,5,,Van Winitsky,L,185,USA,22.855578371,100782,,,Pablo Arraya,R,180,PER,20.2436687201,7-6 6-2,3,R16,,,,,,,,,,,,,,,,,,,,46,,90,
1982-201,Guaruja,Clay,32,A,19820118,19,100393,,,Marcos Hocevar,R,185,BRA,26.3134839151,100099,,Q,Thomaz Koch,L,,BRA,36.6899383984,4-6 6-3 6-0,3,R16,,,,,,,,,,,,,,,,,,,,,,,
1982-201,Guaruja,Clay,32,A,19820118,20,100646,,,Claudio Panatta,R,178,ITA,21.9603011636,100273,8,,Kim Warwick,R,183,AUS,29.7796030116,6-4 6-4,3,R16,,,,,,,,,,,,,,,,,,,,,,80,
1982-201,Guaruja,Clay,32,A,19820118,21,100203,6,,Phil Dent,R,183,AUS,31.9260780287,100789,,,Ivan Dupasquier,R,,SUI,20.1533196441,6-2 6-4,3,R16,,,,,,,,,,,,,,,,,,,,63,,,
1982-201,Guaruja,Clay,32,A,19820118,22,100174,4,,Manuel Orantes,L,178,ESP,32.9472963723,100398,,,Julio Goes,R,180,BRA,26.2340862423,6-3 1-6 6-2,3,R16,,,,,,,,,,,,,,,,,,,,45,,,
1982-201,Guaruja,Clay,32,A,19820118,23,100640,,,Stefan Simonsson,R,175,SWE,22.0369609856,100661,,,Damir Keretic,R,178,GER,21.8151950719,6-2 6-1,3,R16,,,,,,,,,,,,,,,,,,,,,,,
1982-201,Guaruja,Clay,32,A,19820118,24,100221,2,,Carlos Kirmayr,R,173,BRA,31.3210130048,100609,,,Zoltan Kuharszky,R,183,HUN,22.5325119781,6-4 6-3,3,R16,,,,,,,,,,,,,,,,,,,,40,,,
